date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:11:50	638/638	---M--	200	added ('OK')	text/css	date:Sun,%2014%20Jul%202024%2002:30:17%20GMT	https://www.gmciltd.com/wp-content/et-cache/224322/et-divi-dynamic-tb-240064-224322-late.css?ver=1720924217	C:/My%20Web%20Sites/glucanbio/www.gmciltd.com/wp-content/et-cache/224322/et-divi-dynamic-tb-240064-224322-late2de4.css	(from https://www.gmciltd.com/cosmetic/)
16:11:51	8931/8931	---M--	200	added ('OK')	text/css	date:Sun,%2014%20Jul%202024%2002:30:17%20GMT	https://www.gmciltd.com/wp-content/et-cache/224322/et-divi-dynamic-tb-240064-224322.css?ver=1720924217	C:/My%20Web%20Sites/glucanbio/www.gmciltd.com/wp-content/et-cache/224322/et-divi-dynamic-tb-240064-2243222de4.css	(from https://www.gmciltd.com/cosmetic/)
16:11:53	20126/20126	---M--	200	added ('OK')	text/css	date:Sun,%2023%20Jan%202022%2011:33:28%20GMT	https://www.gmciltd.com/wp-content/plugins/dg-divi-carousel/styles/style.min.css?ver=2.0.23	C:/My%20Web%20Sites/glucanbio/www.gmciltd.com/wp-content/plugins/dg-divi-carousel/styles/style.min6cd3.css	(from https://www.gmciltd.com/cosmetic/)
16:11:56	28705/28705	---M--	200	added ('OK')	text/css	date:Wed,%2010%20Jul%202024%2002:32:18%20GMT	https://www.gmciltd.com/wp-content/plugins/wpforms-lite/assets/css/integrations/divi/choices.min.css?ver=9.0.1	C:/My%20Web%20Sites/glucanbio/www.gmciltd.com/wp-content/plugins/wpforms-lite/assets/css/integrations/divi/choices.min8257.css	(from https://www.gmciltd.com/cosmetic/)
16:11:57	525/525	---M--	200	added ('OK')	text/css	date:Sun,%2020%20Sep%202020%2019:45:27%20GMT	https://www.gmciltd.com/wp-content/themes/Child%20Theme/style.css?ver=4.14.6	C:/My%20Web%20Sites/glucanbio/www.gmciltd.com/wp-content/themes/Child%20Theme/style390a.css	(from https://www.gmciltd.com/cosmetic/)
16:11:58	87553/87553	---M--	200	added ('OK')	application/javascript	date:Wed,%2008%20Nov%202023%2001:41:06%20GMT	https://www.gmciltd.com/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/My%20Web%20Sites/glucanbio/www.gmciltd.com/wp-includes/js/jquery/jquery.minf43b.js	(from https://www.gmciltd.com/cosmetic/)
16:11:59	13577/13577	---M--	200	added ('OK')	application/javascript	date:Wed,%2009%20Aug%202023%2001:49:10%20GMT	https://www.gmciltd.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/My%20Web%20Sites/glucanbio/www.gmciltd.com/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://www.gmciltd.com/cosmetic/)
16:12:00	1380/1380	---M--	200	added ('OK')	image/png	date:Wed,%2009%20Mar%202022%2011:51:14%20GMT	https://www.gmciltd.com/wp-content/uploads/2020/08/cropped-favnew-32x32.png	C:/My%20Web%20Sites/glucanbio/www.gmciltd.com/wp-content/uploads/2020/08/cropped-favnew-32x32.png	(from https://www.gmciltd.com/cosmetic/)
16:12:01	13665/13665	---M--	200	added ('OK')	image/png	date:Wed,%2005%20Aug%202020%2005:15:28%20GMT	https://www.gmciltd.com/wp-content/uploads/2020/08/cropped-favnew-192x192.png	C:/My%20Web%20Sites/glucanbio/www.gmciltd.com/wp-content/uploads/2020/08/cropped-favnew-192x192.png	(from https://www.gmciltd.com/cosmetic/)
16:12:02	12734/12734	---M--	200	added ('OK')	image/png	date:Wed,%2005%20Aug%202020%2005:15:28%20GMT	https://www.gmciltd.com/wp-content/uploads/2020/08/cropped-favnew-180x180.png	C:/My%20Web%20Sites/glucanbio/www.gmciltd.com/wp-content/uploads/2020/08/cropped-favnew-180x180.png	(from https://www.gmciltd.com/cosmetic/)
16:12:03	94723/94723	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Jun%202020%2019:15:32%20GMT	https://www.gmciltd.com/wp-content/uploads/2020/06/COSMETIC-FINAL-BACKGROUND.jpg	C:/My%20Web%20Sites/glucanbio/www.gmciltd.com/wp-content/uploads/2020/06/COSMETIC-FINAL-BACKGROUND.jpg	(from https://www.gmciltd.com/cosmetic/)
16:12:03	1675/1675	---M--	200	added ('OK')	text/css	date:Sun,%2014%20Jul%202024%2002:30:17%20GMT	https://www.gmciltd.com/wp-content/et-cache/224322/et-core-unified-224322.min.css?ver=1720924217	C:/My%20Web%20Sites/glucanbio/www.gmciltd.com/wp-content/et-cache/224322/et-core-unified-224322.min2de4.css	(from https://www.gmciltd.com/cosmetic/)
16:12:04	13101/13101	---M--	200	added ('OK')	text/css	date:Sun,%2014%20Jul%202024%2002:30:17%20GMT	https://www.gmciltd.com/wp-content/et-cache/224322/et-core-unified-tb-240064-deferred-224322.min.css?ver=1720924217	C:/My%20Web%20Sites/glucanbio/www.gmciltd.com/wp-content/et-cache/224322/et-core-unified-tb-240064-deferred-224322.min2de4.css	(from https://www.gmciltd.com/cosmetic/)
16:12:06	33989/33989	---M--	200	added ('OK')	image/png	date:Tue,%2023%20Jun%202020%2019:55:53%20GMT	https://www.gmciltd.com/wp-content/uploads/2020/06/GMCI_Logo_White_Logo_23062020.png	C:/My%20Web%20Sites/glucanbio/www.gmciltd.com/wp-content/uploads/2020/06/GMCI_Logo_White_Logo_23062020.png	(from https://www.gmciltd.com/cosmetic/)
16:12:09	52315/52315	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Jun%202020%2019:15:32%20GMT	https://www.gmciltd.com/wp-content/uploads/2020/06/Cosmetic-Industry.jpeg	C:/My%20Web%20Sites/glucanbio/www.gmciltd.com/wp-content/uploads/2020/06/Cosmetic-Industry.jpg	(from https://www.gmciltd.com/cosmetic/)
16:12:14	0/0	---M--	301	error ('Moved%20Permanently')	text/plain	date:Thu,%2025%20Jul%202024%2008:12:08%20GMT	http://connect.facebook.net/en_US/sdk.js	C:/My%20Web%20Sites/glucanbio/connect.facebook.net/en_US/sdk.17.delayed	(from https://www.gmciltd.com/cosmetic/)
16:12:14	3093/3093	---M-Z	200	added ('OK')	application/x-javascript	etag:%227e6a355ceeb7acdff39e01edb7cf6747%22	https://connect.facebook.net/en_US/sdk.js	C:/My%20Web%20Sites/glucanbio/connect.facebook.net/en_US/sdk.js	(from https://www.gmciltd.com/cosmetic/)
16:12:16	4307/4307	---M--	200	added ('OK')	application/javascript	date:Wed,%2003%20Apr%202024%2001:40:12%20GMT	https://www.gmciltd.com/wp-includes/js/dist/hooks.min.js?ver=2810c76e705dd1a53b18	C:/My%20Web%20Sites/glucanbio/www.gmciltd.com/wp-includes/js/dist/hooks.min2757.js	(from https://www.gmciltd.com/cosmetic/)
16:12:17	9141/9141	---M--	200	added ('OK')	application/javascript	date:Wed,%2003%20Apr%202024%2001:40:12%20GMT	https://www.gmciltd.com/wp-includes/js/dist/i18n.min.js?ver=5e580eb46a90c2b997e6	C:/My%20Web%20Sites/glucanbio/www.gmciltd.com/wp-includes/js/dist/i18n.minc33c.js	(from https://www.gmciltd.com/cosmetic/)
16:12:18	11513/11513	---M--	200	added ('OK')	application/javascript	date:Wed,%2017%20Jul%202024%2013:46:09%20GMT	https://www.gmciltd.com/wp-content/plugins/contact-form-7/includes/swv/js/index.js?ver=5.9.7	C:/My%20Web%20Sites/glucanbio/www.gmciltd.com/wp-content/plugins/contact-form-7/includes/swv/js/index1014.js	(from https://www.gmciltd.com/cosmetic/)
16:12:19	13423/13423	---M--	200	added ('OK')	application/javascript	date:Wed,%2017%20Jul%202024%2013:46:09%20GMT	https://www.gmciltd.com/wp-content/plugins/contact-form-7/includes/js/index.js?ver=5.9.7	C:/My%20Web%20Sites/glucanbio/www.gmciltd.com/wp-content/plugins/contact-form-7/includes/js/index1014.js	(from https://www.gmciltd.com/cosmetic/)
16:12:20	138474/138474	---M--	200	added ('OK')	application/javascript	date:Sun,%2023%20Jan%202022%2011:33:28%20GMT	https://www.gmciltd.com/wp-content/plugins/dg-divi-carousel/scripts/swiper.min.js?ver=2.0.23	C:/My%20Web%20Sites/glucanbio/www.gmciltd.com/wp-content/plugins/dg-divi-carousel/scripts/swiper.min6cd3.js	(from https://www.gmciltd.com/cosmetic/)
16:12:20	13397/13397	---M--	200	added ('OK')	application/javascript	date:Fri,%2008%20Dec%202023%2001:59:06%20GMT	https://www.gmciltd.com/wp-content/plugins/google-language-translator/js/scripts.js?ver=6.0.20	C:/My%20Web%20Sites/glucanbio/www.gmciltd.com/wp-content/plugins/google-language-translator/js/scripts99ae.js	(from https://www.gmciltd.com/cosmetic/)
16:12:43	21464/21464	---M--	200	added ('OK')	application/javascript	date:Wed,%2017%20Jul%202024%2001:48:20%20GMT	https://www.gmciltd.com/wp-includes/js/jquery/ui/core.min.js?ver=1.13.3	C:/My%20Web%20Sites/glucanbio/www.gmciltd.com/wp-includes/js/jquery/ui/core.minb37e.js	(from https://www.gmciltd.com/cosmetic/)
16:12:43	3089/3089	---M--	200	added ('OK')	application/javascript	date:Wed,%2017%20Jul%202024%2001:48:16%20GMT	https://www.gmciltd.com/wp-content/plugins/ultimate-social-media-icons/js/shuffle/modernizr.custom.min.js?ver=6.6.1	C:/My%20Web%20Sites/glucanbio/www.gmciltd.com/wp-content/plugins/ultimate-social-media-icons/js/shuffle/modernizr.custom.minb6a4.js	(from https://www.gmciltd.com/cosmetic/)
16:12:44	11484/11484	---M--	200	added ('OK')	application/javascript	date:Wed,%2017%20Jul%202024%2001:48:16%20GMT	https://www.gmciltd.com/wp-content/plugins/ultimate-social-media-icons/js/shuffle/jquery.shuffle.min.js?ver=6.6.1	C:/My%20Web%20Sites/glucanbio/www.gmciltd.com/wp-content/plugins/ultimate-social-media-icons/js/shuffle/jquery.shuffle.minb6a4.js	(from https://www.gmciltd.com/cosmetic/)
16:12:45	1472/1472	---M--	200	added ('OK')	application/javascript	date:Wed,%2017%20Jul%202024%2001:48:16%20GMT	https://www.gmciltd.com/wp-content/plugins/ultimate-social-media-icons/js/shuffle/random-shuffle-min.js?ver=6.6.1	C:/My%20Web%20Sites/glucanbio/www.gmciltd.com/wp-content/plugins/ultimate-social-media-icons/js/shuffle/random-shuffle-minb6a4.js	(from https://www.gmciltd.com/cosmetic/)
16:12:46	33552/33552	---M--	200	added ('OK')	application/javascript	date:Wed,%2017%20Jul%202024%2001:48:16%20GMT	https://www.gmciltd.com/wp-content/plugins/ultimate-social-media-icons/js/custom.js?ver=2.9.2	C:/My%20Web%20Sites/glucanbio/www.gmciltd.com/wp-content/plugins/ultimate-social-media-icons/js/customab7d.js	(from https://www.gmciltd.com/cosmetic/)
16:12:48	5714/5714	---M--	200	added ('OK')	application/javascript	date:Sun,%2023%20Jan%202022%2012:15:55%20GMT	https://www.gmciltd.com/wp-content/themes/Divi/js/smoothscroll.js?ver=4.14.6	C:/My%20Web%20Sites/glucanbio/www.gmciltd.com/wp-content/themes/Divi/js/smoothscroll390a.js	(from https://www.gmciltd.com/cosmetic/)
16:12:48	278558/278558	---M--	200	added ('OK')	application/javascript	date:Sun,%2023%20Jan%202022%2012:15:55%20GMT	https://www.gmciltd.com/wp-content/themes/Divi/js/scripts.min.js?ver=4.14.6	C:/My%20Web%20Sites/glucanbio/www.gmciltd.com/wp-content/themes/Divi/js/scripts.min390a.js	(from https://www.gmciltd.com/cosmetic/)
16:12:49	9632/9632	---M--	200	added ('OK')	application/javascript	date:Sun,%2023%20Jan%202022%2011:33:28%20GMT	https://www.gmciltd.com/wp-content/plugins/dg-divi-carousel/scripts/frontend-bundle.min.js?ver=2.0.23	C:/My%20Web%20Sites/glucanbio/www.gmciltd.com/wp-content/plugins/dg-divi-carousel/scripts/frontend-bundle.min6cd3.js	(from https://www.gmciltd.com/cosmetic/)
16:12:50	1343/1343	---M--	200	added ('OK')	application/javascript	date:Sun,%2023%20Jan%202022%2012:15:55%20GMT	https://www.gmciltd.com/wp-content/themes/Divi/core/admin/js/common.js?ver=4.14.6	C:/My%20Web%20Sites/glucanbio/www.gmciltd.com/wp-content/themes/Divi/core/admin/js/common390a.js	(from https://www.gmciltd.com/cosmetic/)
16:12:52	7922/7922	---M--	200	added ('OK')	application/javascript	date:Fri,%2020%20May%202022%2014:10:13%20GMT	https://www.gmciltd.com/wp-content/plugins/wp-smushit/app/assets/js/smush-lazy-load.min.js?ver=3.9.9	C:/My%20Web%20Sites/glucanbio/www.gmciltd.com/wp-content/plugins/wp-smushit/app/assets/js/smush-lazy-load.min0330.js	(from https://www.gmciltd.com/cosmetic/)
16:12:53	8927/8927	---M--	200	added ('OK')	application/javascript	date:Sun,%2023%20Jan%202022%2020:01:47%20GMT	https://www.gmciltd.com/wp-content/plugins/wp-socializer/public/js/wp-socializer.min.js?ver=7.1	C:/My%20Web%20Sites/glucanbio/www.gmciltd.com/wp-content/plugins/wp-socializer/public/js/wp-socializer.min4d6f.js	(from https://www.gmciltd.com/cosmetic/)
16:12:54	54420/54420	---M--	200	added ('OK')	image/png	date:Fri,%2008%20Dec%202023%2001:59:06%20GMT	https://www.gmciltd.com/wp-content/plugins/google-language-translator/images/flags22.png	C:/My%20Web%20Sites/glucanbio/www.gmciltd.com/wp-content/plugins/google-language-translator/images/flags22.png	(from https://www.gmciltd.com/wp-content/plugins/google-language-translator/css/style.css?ver=6.0.20)
16:12:55	51518/51518	---M--	200	added ('OK')	image/png	date:Fri,%2008%20Dec%202023%2001:59:06%20GMT	https://www.gmciltd.com/wp-content/plugins/google-language-translator/images/flags20.png	C:/My%20Web%20Sites/glucanbio/www.gmciltd.com/wp-content/plugins/google-language-translator/images/flags20.png	(from https://www.gmciltd.com/wp-content/plugins/google-language-translator/css/style.css?ver=6.0.20)
16:12:56	42054/42054	---M--	200	added ('OK')	image/png	date:Fri,%2008%20Dec%202023%2001:59:06%20GMT	https://www.gmciltd.com/wp-content/plugins/google-language-translator/images/flags18.png	C:/My%20Web%20Sites/glucanbio/www.gmciltd.com/wp-content/plugins/google-language-translator/images/flags18.png	(from https://www.gmciltd.com/wp-content/plugins/google-language-translator/css/style.css?ver=6.0.20)
16:12:57	37353/37353	---M--	200	added ('OK')	image/png	date:Fri,%2008%20Dec%202023%2001:59:06%20GMT	https://www.gmciltd.com/wp-content/plugins/google-language-translator/images/flags16.png	C:/My%20Web%20Sites/glucanbio/www.gmciltd.com/wp-content/plugins/google-language-translator/images/flags16.png	(from https://www.gmciltd.com/wp-content/plugins/google-language-translator/css/style.css?ver=6.0.20)
16:12:58	54996/54996	---M--	200	added ('OK')	image/png	date:Fri,%2008%20Dec%202023%2001:59:06%20GMT	https://www.gmciltd.com/wp-content/plugins/google-language-translator/images/flags.png	C:/My%20Web%20Sites/glucanbio/www.gmciltd.com/wp-content/plugins/google-language-translator/images/flags.png	(from https://www.gmciltd.com/wp-content/plugins/google-language-translator/css/style.css?ver=6.0.20)
16:12:59	20410/20410	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2017%20Jul%202024%2001:48:16%20GMT	https://www.gmciltd.com/wp-content/plugins/ultimate-social-media-icons/css/fonts/helvetica_bold_0-webfont.eot	C:/My%20Web%20Sites/glucanbio/www.gmciltd.com/wp-content/plugins/ultimate-social-media-icons/css/fonts/helvetica_bold_0-webfont.eot	(from https://www.gmciltd.com/wp-content/plugins/ultimate-social-media-icons/css/sfsi-style.css?ver=2.9.2)
16:12:59	20410/20410	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2017%20Jul%202024%2001:48:16%20GMT	https://www.gmciltd.com/wp-content/plugins/ultimate-social-media-icons/css/fonts/helvetica_bold_0-webfont.eot?	C:/My%20Web%20Sites/glucanbio/www.gmciltd.com/wp-content/plugins/ultimate-social-media-icons/css/fonts/helvetica_bold_0-webfontd41d.eot	(from https://www.gmciltd.com/wp-content/plugins/ultimate-social-media-icons/css/sfsi-style.css?ver=2.9.2)
16:13:00	23992/23992	---M--	200	added ('OK')	font/woff	date:Wed,%2017%20Jul%202024%2001:48:16%20GMT	https://www.gmciltd.com/wp-content/plugins/ultimate-social-media-icons/css/fonts/helvetica_bold_0-webfont.woff	C:/My%20Web%20Sites/glucanbio/www.gmciltd.com/wp-content/plugins/ultimate-social-media-icons/css/fonts/helvetica_bold_0-webfont.woff	(from https://www.gmciltd.com/wp-content/plugins/ultimate-social-media-icons/css/sfsi-style.css?ver=2.9.2)
16:13:01	41660/41660	---M--	200	added ('OK')	font/ttf	date:Wed,%2017%20Jul%202024%2001:48:16%20GMT	https://www.gmciltd.com/wp-content/plugins/ultimate-social-media-icons/css/fonts/helvetica_bold_0-webfont.ttf	C:/My%20Web%20Sites/glucanbio/www.gmciltd.com/wp-content/plugins/ultimate-social-media-icons/css/fonts/helvetica_bold_0-webfont.ttf	(from https://www.gmciltd.com/wp-content/plugins/ultimate-social-media-icons/css/sfsi-style.css?ver=2.9.2)
16:13:03	22456/22456	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2017%20Jul%202024%2001:48:16%20GMT	https://www.gmciltd.com/wp-content/plugins/ultimate-social-media-icons/css/fonts/helvetica_0-webfont.eot	C:/My%20Web%20Sites/glucanbio/www.gmciltd.com/wp-content/plugins/ultimate-social-media-icons/css/fonts/helvetica_0-webfont.eot	(from https://www.gmciltd.com/wp-content/plugins/ultimate-social-media-icons/css/sfsi-style.css?ver=2.9.2)
16:13:03	51207/51207	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2017%20Jul%202024%2001:48:16%20GMT	https://www.gmciltd.com/wp-content/plugins/ultimate-social-media-icons/css/fonts/helvetica_bold_0-webfont.svg	C:/My%20Web%20Sites/glucanbio/www.gmciltd.com/wp-content/plugins/ultimate-social-media-icons/css/fonts/helvetica_bold_0-webfont.svg	(from https://www.gmciltd.com/wp-content/plugins/ultimate-social-media-icons/css/sfsi-style.css?ver=2.9.2)
16:13:05	22456/22456	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2017%20Jul%202024%2001:48:16%20GMT	https://www.gmciltd.com/wp-content/plugins/ultimate-social-media-icons/css/fonts/helvetica_0-webfont.eot?	C:/My%20Web%20Sites/glucanbio/www.gmciltd.com/wp-content/plugins/ultimate-social-media-icons/css/fonts/helvetica_0-webfontd41d.eot	(from https://www.gmciltd.com/wp-content/plugins/ultimate-social-media-icons/css/sfsi-style.css?ver=2.9.2)
16:13:06	25940/25940	---M--	200	added ('OK')	font/woff	date:Wed,%2017%20Jul%202024%2001:48:16%20GMT	https://www.gmciltd.com/wp-content/plugins/ultimate-social-media-icons/css/fonts/helvetica_0-webfont.woff	C:/My%20Web%20Sites/glucanbio/www.gmciltd.com/wp-content/plugins/ultimate-social-media-icons/css/fonts/helvetica_0-webfont.woff	(from https://www.gmciltd.com/wp-content/plugins/ultimate-social-media-icons/css/sfsi-style.css?ver=2.9.2)
16:13:07	45616/45616	---M--	200	added ('OK')	font/ttf	date:Wed,%2017%20Jul%202024%2001:48:16%20GMT	https://www.gmciltd.com/wp-content/plugins/ultimate-social-media-icons/css/fonts/helvetica_0-webfont.ttf	C:/My%20Web%20Sites/glucanbio/www.gmciltd.com/wp-content/plugins/ultimate-social-media-icons/css/fonts/helvetica_0-webfont.ttf	(from https://www.gmciltd.com/wp-content/plugins/ultimate-social-media-icons/css/sfsi-style.css?ver=2.9.2)
16:13:08	72185/72185	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2017%20Jul%202024%2001:48:16%20GMT	https://www.gmciltd.com/wp-content/plugins/ultimate-social-media-icons/css/fonts/helvetica_0-webfont.svg	C:/My%20Web%20Sites/glucanbio/www.gmciltd.com/wp-content/plugins/ultimate-social-media-icons/css/fonts/helvetica_0-webfont.svg	(from https://www.gmciltd.com/wp-content/plugins/ultimate-social-media-icons/css/sfsi-style.css?ver=2.9.2)
16:13:09	155452/155452	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2017%20Jul%202024%2001:48:16%20GMT	https://www.gmciltd.com/wp-content/plugins/ultimate-social-media-icons/css/fonts/helveticaneue-light.eot	C:/My%20Web%20Sites/glucanbio/www.gmciltd.com/wp-content/plugins/ultimate-social-media-icons/css/fonts/helveticaneue-light.eot	(from https://www.gmciltd.com/wp-content/plugins/ultimate-social-media-icons/css/sfsi-style.css?ver=2.9.2)
16:13:10	155452/155452	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2017%20Jul%202024%2001:48:16%20GMT	https://www.gmciltd.com/wp-content/plugins/ultimate-social-media-icons/css/fonts/helveticaneue-light.eot?	C:/My%20Web%20Sites/glucanbio/www.gmciltd.com/wp-content/plugins/ultimate-social-media-icons/css/fonts/helveticaneue-lightd41d.eot	(from https://www.gmciltd.com/wp-content/plugins/ultimate-social-media-icons/css/sfsi-style.css?ver=2.9.2)
16:13:10	61324/61324	---M--	200	added ('OK')	font/woff	date:Wed,%2017%20Jul%202024%2001:48:16%20GMT	https://www.gmciltd.com/wp-content/plugins/ultimate-social-media-icons/css/fonts/helveticaneue-light.woff	C:/My%20Web%20Sites/glucanbio/www.gmciltd.com/wp-content/plugins/ultimate-social-media-icons/css/fonts/helveticaneue-light.woff	(from https://www.gmciltd.com/wp-content/plugins/ultimate-social-media-icons/css/sfsi-style.css?ver=2.9.2)
16:13:12	155252/155252	---M--	200	added ('OK')	font/ttf	date:Wed,%2017%20Jul%202024%2001:48:16%20GMT	https://www.gmciltd.com/wp-content/plugins/ultimate-social-media-icons/css/fonts/helveticaneue-light.ttf	C:/My%20Web%20Sites/glucanbio/www.gmciltd.com/wp-content/plugins/ultimate-social-media-icons/css/fonts/helveticaneue-light.ttf	(from https://www.gmciltd.com/wp-content/plugins/ultimate-social-media-icons/css/sfsi-style.css?ver=2.9.2)
16:13:13	4272/4272	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Jul%202024%2001:48:16%20GMT	https://www.gmciltd.com/wp-content/plugins/ultimate-social-media-icons/images/count_bg.png	C:/My%20Web%20Sites/glucanbio/www.gmciltd.com/wp-content/plugins/ultimate-social-media-icons/images/count_bg.png	(from https://www.gmciltd.com/wp-content/plugins/ultimate-social-media-icons/css/sfsi-style.css?ver=2.9.2)
16:13:13	11347/11347	---M--	200	added ('OK')	image/jpeg	date:Wed,%2017%20Jul%202024%2001:48:16%20GMT	https://www.gmciltd.com/wp-content/plugins/ultimate-social-media-icons/images/check_bg.jpg	C:/My%20Web%20Sites/glucanbio/www.gmciltd.com/wp-content/plugins/ultimate-social-media-icons/images/check_bg.jpg	(from https://www.gmciltd.com/wp-content/plugins/ultimate-social-media-icons/css/sfsi-style.css?ver=2.9.2)
16:13:14	3441/3441	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Jul%202024%2001:48:16%20GMT	https://www.gmciltd.com/wp-content/plugins/ultimate-social-media-icons/images/radio_bg.png	C:/My%20Web%20Sites/glucanbio/www.gmciltd.com/wp-content/plugins/ultimate-social-media-icons/images/radio_bg.png	(from https://www.gmciltd.com/wp-content/plugins/ultimate-social-media-icons/css/sfsi-style.css?ver=2.9.2)
16:13:15	11200/11200	---M--	200	added ('OK')	image/jpeg	date:Wed,%2017%20Jul%202024%2001:48:16%20GMT	https://www.gmciltd.com/wp-content/plugins/ultimate-social-media-icons/images/select_bg.jpg	C:/My%20Web%20Sites/glucanbio/www.gmciltd.com/wp-content/plugins/ultimate-social-media-icons/images/select_bg.jpg	(from https://www.gmciltd.com/wp-content/plugins/ultimate-social-media-icons/css/sfsi-style.css?ver=2.9.2)
16:13:16	2335/2335	---M--	200	added ('OK')	image/jpeg	date:Wed,%2017%20Jul%202024%2001:48:16%20GMT	https://www.gmciltd.com/wp-content/plugins/ultimate-social-media-icons/images/count_bg.jpg	C:/My%20Web%20Sites/glucanbio/www.gmciltd.com/wp-content/plugins/ultimate-social-media-icons/images/count_bg.jpg	(from https://www.gmciltd.com/wp-content/plugins/ultimate-social-media-icons/css/sfsi-style.css?ver=2.9.2)
